"age"  "type_employer"  "education"  "marital"  "occupation"  "relationship"  "race"  "sex"  "capital_gain"  "capital_loss"  "hr_per_week"  "income"
24  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "Low"  "None"  40  "low"
43  " Local-gov"  " Some-college"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  20  "low"
44  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  70  "high"
54  " Private"  " HS-grad"  " Divorced"  " Transport-moving"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
23  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Female"  "None"  "High"  40  "high"
33  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
18  " Private"  " 11th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  16  "low"
38  " Private"  " Some-college"  " Separated"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
41  " Self-emp-not-inc"  " Assoc-voc"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
66  " Self-emp-inc"  " 7th-8th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
60  " Self-emp-not-inc"  " Masters"  " Divorced"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "None"  "None"  10  "low"
24  " Local-gov"  " 10th"  " Never-married"  " Craft-repair"  " Unmarried"  " Black"  " Male"  "None"  "None"  65  "low"
61  " Private"  " 11th"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  36  "low"
35  " Local-gov"  " Bachelors"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
19  " Private"  " Some-college"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
52  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
38  " Self-emp-not-inc"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "Low"  "None"  50  "high"
39  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
33  " Self-emp-not-inc"  " Bachelors"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
52  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
41  " Private"  " HS-grad"  " Separated"  " Machine-op-inspct"  " Unmarried"  " White"  " Female"  "None"  "None"  44  "low"
37  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  55  "low"
38  " Local-gov"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
27  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
38  " Private"  " Masters"  " Never-married"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
38  " Self-emp-not-inc"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " Asian-Pac-Islander"  " Male"  "Low"  "None"  60  "high"
49  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  30  "high"
22  " Private"  " HS-grad"  " Never-married"  " Machine-op-inspct"  " Other-relative"  " White"  " Male"  "None"  "None"  55  "low"
40  " Federal-gov"  " Assoc-acdm"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
20  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
34  " Federal-gov"  " Doctorate"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  99  "low"
24  " Private"  " Masters"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Male"  "None"  "None"  56  "low"
58  " Federal-gov"  " Bachelors"  " Separated"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "Low"  "None"  40  "high"
24  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
43  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
38  " Private"  " HS-grad"  " Never-married"  " Exec-managerial"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
42  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
27  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
18  " Private"  " 10th"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  20  "low"
37  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Other-relative"  " Amer-Indian-Eskimo"  " Male"  "High"  "None"  48  "high"
48  " Private"  " HS-grad"  " Divorced"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  65  "low"
40  " Private"  " 7th-8th"  " Separated"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  25  "low"
50  " Self-emp-inc"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " Asian-Pac-Islander"  " Male"  "High"  "None"  50  "high"
57  " Private"  " HS-grad"  " Separated"  " Sales"  " Not-in-family"  " Amer-Indian-Eskimo"  " Female"  "None"  "None"  35  "low"
36  " Local-gov"  " Some-college"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
41  " Private"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
90  " Private"  " 7th-8th"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
66  " Private"  " 7th-8th"  " Widowed"  " Other-service"  " Not-in-family"  " Black"  " Female"  "None"  "None"  10  "low"
34  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Wife"  " White"  " Female"  "None"  "High"  12  "low"
23  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Own-child"  " Asian-Pac-Islander"  " Male"  "None"  "None"  1  "low"
35  " Private"  " HS-grad"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  55  "low"
32  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "Low"  "None"  40  "low"
33  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " Black"  " Male"  "None"  "None"  50  "high"
32  " Self-emp-inc"  " Assoc-voc"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
31  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "low"
32  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
40  " Private"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
27  " Self-emp-not-inc"  " HS-grad"  " Never-married"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  30  "low"
34  " Local-gov"  " HS-grad"  " Never-married"  " Protective-serv"  " Not-in-family"  " Amer-Indian-Eskimo"  " Male"  "None"  "None"  40  "low"
35  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Other-service"  " Wife"  " Black"  " Female"  "None"  "None"  40  "high"
29  " Private"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
41  " Private"  " HS-grad"  " Separated"  " Other-service"  " Unmarried"  " Black"  " Female"  "None"  "None"  20  "low"
33  " State-gov"  " Doctorate"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "None"  48  "high"
52  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
20  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
18  " Local-gov"  " 11th"  " Never-married"  " Protective-serv"  " Own-child"  " White"  " Male"  "None"  "None"  10  "low"
49  " Private"  " 7th-8th"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  35  "low"
58  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
23  " Self-emp-not-inc"  " HS-grad"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  50  "low"
59  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
49  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
23  " Local-gov"  " Bachelors"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Female"  "None"  "None"  15  "low"
20  " Private"  " 11th"  " Never-married"  " Handlers-cleaners"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "Low"  50  "high"
64  " Private"  " Some-college"  " Widowed"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  3  "low"
34  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
63  " Private"  " Assoc-acdm"  " Married-spouse-absent"  " Adm-clerical"  " Other-relative"  " White"  " Female"  "None"  "None"  35  "low"
51  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Not-in-family"  " Black"  " Female"  "None"  "None"  40  "low"
40  " State-gov"  " Some-college"  " Divorced"  " Adm-clerical"  " Not-in-family"  " Black"  " Female"  "None"  "None"  35  "low"
55  " Private"  " 9th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  55  "low"
30  " Private"  " Bachelors"  " Never-married"  " Machine-op-inspct"  " Not-in-family"  " White"  " Male"  "None"  "None"  25  "low"
32  " Self-emp-not-inc"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "High"  "None"  45  "high"
55  " Private"  " Bachelors"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
47  " Local-gov"  " Some-college"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  56  "high"
50  " Private"  " Bachelors"  " Divorced"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
42  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " Black"  " Male"  "High"  "None"  45  "high"
32  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  55  "high"
60  " Private"  " Assoc-acdm"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  30  "low"
53  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
58  " Private"  " Bachelors"  " Widowed"  " Exec-managerial"  " Unmarried"  " White"  " Male"  "High"  "None"  40  "high"
45  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  30  "low"
31  " Private"  " HS-grad"  " Never-married"  " Exec-managerial"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
32  " Self-emp-not-inc"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
37  " Private"  " Some-college"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  30  "low"
28  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  60  "low"
26  " Private"  " 12th"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
47  " Self-emp-inc"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  80  "high"
34  " Private"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
42  " Private"  " HS-grad"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
48  " Private"  " Bachelors"  " Married-civ-spouse"  " Tech-support"  " Wife"  " White"  " Female"  "High"  "None"  40  "high"
32  " Private"  " HS-grad"  " Never-married"  " Machine-op-inspct"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
35  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "None"  "None"  42  "high"
46  " Local-gov"  " Doctorate"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "High"  52  "high"
38  " Private"  " Some-college"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
35  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
45  " Private"  " Assoc-acdm"  " Divorced"  " Adm-clerical"  " Unmarried"  " Black"  " Male"  "None"  "None"  35  "low"
31  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
52  " Self-emp-inc"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
20  " Private"  " Some-college"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  50  "low"
24  " Private"  " Masters"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
29  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
23  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
34  " State-gov"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
54  " Private"  " Masters"  " Widowed"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  38  "low"
21  " Private"  " Some-college"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  30  "low"
23  " Private"  " Bachelors"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  30  "low"
79  " Private"  " 7th-8th"  " Widowed"  " Priv-house-serv"  " Not-in-family"  " White"  " Female"  "Low"  "None"  30  "low"
55  " Private"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
60  " Private"  " HS-grad"  " Divorced"  " Tech-support"  " Unmarried"  " White"  " Female"  "Low"  "None"  40  "low"
37  " Private"  " Assoc-acdm"  " Divorced"  " Craft-repair"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
47  " Private"  " HS-grad"  " Divorced"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "Low"  40  "low"
20  " State-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
53  " Private"  " Bachelors"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
34  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Wife"  " White"  " Female"  "None"  "None"  40  "low"
43  " Private"  " Some-college"  " Divorced"  " Prof-specialty"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
24  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
23  " Private"  " HS-grad"  " Never-married"  " Protective-serv"  " Own-child"  " Amer-Indian-Eskimo"  " Male"  "None"  "None"  40  "low"
29  " Private"  " Assoc-voc"  " Never-married"  " Machine-op-inspct"  " Not-in-family"  " Other"  " Male"  "None"  "None"  40  "low"
58  " Private"  " Some-college"  " Divorced"  " Adm-clerical"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
40  " Private"  " Masters"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
43  " Federal-gov"  " Some-college"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " White"  " Female"  "None"  "None"  40  "low"
25  " State-gov"  " Masters"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
23  " Local-gov"  " Bachelors"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Male"  "None"  "None"  24  "low"
34  " Self-emp-inc"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
26  " Private"  " Some-college"  " Separated"  " Sales"  " Unmarried"  " White"  " Female"  "None"  "None"  35  "low"
60  " Private"  " Doctorate"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  65  "high"
39  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
